stage_event_id,application_id,stage_name,stage_date,stage_status,drop_reason
4448,1375,Resume Screening,2024-09-06,Selected,
4449,1375,Technical Interview,2024-09-11,Rejected,Domain mismatch
4450,1376,Resume Screening,2024-05-22,Selected,
4451,1376,Technical Interview,2024-05-28,Selected,
4452,1376,Managerial Interview,2024-05-30,Rejected,Team fit issue
4453,1377,Resume Screening,2024-10-24,Selected,
4454,1377,Technical Interview,2024-10-31,Selected,
4455,1377,Managerial Interview,2024-11-07,Selected,
4456,1377,HR Interview,2024-11-13,Selected,
4457,1377,Offer Made,2024-11-18,Accepted,
4458,1377,Joined,2024-11-23,Joined,
4459,1378,Resume Screening,2024-05-21,Selected,
4460,1378,Technical Interview,2024-05-26,Rejected,Technical gap
4461,1379,Resume Screening,2024-08-04,Selected,
4462,1379,Technical Interview,2024-08-09,Selected,
4463,1379,Managerial Interview,2024-08-11,Rejected,Team fit issue
4464,1380,Resume Screening,2024-07-29,Selected,
4465,1380,Technical Interview,2024-08-03,Rejected,Domain mismatch
4466,1381,Resume Screening,2024-12-20,Selected,
4467,1381,Technical Interview,2024-12-22,Rejected,Domain mismatch
4468,1382,Resume Screening,2024-06-27,Selected,
4469,1382,Technical Interview,2024-06-29,Selected,
4470,1382,Managerial Interview,2024-07-01,Rejected,Team fit issue
4471,1383,Resume Screening,2024-07-14,Selected,
4472,1383,Technical Interview,2024-07-17,Rejected,Low problem-solving
4473,1384,Resume Screening,2024-02-11,Selected,
4474,1384,Technical Interview,2024-02-17,Selected,
4475,1384,Managerial Interview,2024-02-20,Selected,
4476,1384,HR Interview,2024-02-27,Selected,
4477,1384,Offer Made,2024-03-01,Declined,Better offer
4478,1385,Resume Screening,2024-06-29,Selected,
4479,1385,Technical Interview,2024-07-05,Selected,
4480,1385,Managerial Interview,2024-07-08,Rejected,Project mismatch
4481,1386,Resume Screening,2024-05-30,Rejected,Skill mismatch
4482,1387,Resume Screening,2024-10-24,Selected,
4483,1387,Technical Interview,2024-10-28,Selected,
4484,1387,Managerial Interview,2024-10-31,Selected,
4485,1387,HR Interview,2024-11-07,Selected,
4486,1387,Offer Made,2024-11-10,Accepted,
4487,1387,Joined,2024-11-17,Joined,
4488,1388,Resume Screening,2024-09-22,Rejected,Profile not relevant
4489,1389,Resume Screening,2024-04-01,Selected,
4490,1389,Technical Interview,2024-04-08,Selected,
4491,1389,Managerial Interview,2024-04-11,Selected,
4492,1389,HR Interview,2024-04-18,Selected,
4493,1389,Offer Made,2024-04-24,Accepted,
4494,1389,Joined,2024-04-29,Joined,
4495,1390,Resume Screening,2024-04-23,Rejected,Skill mismatch
4496,1391,Resume Screening,2024-09-20,Rejected,Experience mismatch
4497,1392,Resume Screening,2024-09-09,Rejected,Experience mismatch
4498,1393,Resume Screening,2024-04-03,Rejected,Experience mismatch
4499,1394,Resume Screening,2024-05-22,Selected,
4500,1394,Technical Interview,2024-05-26,Selected,
4501,1394,Managerial Interview,2024-05-30,Rejected,Team fit issue
4502,1395,Resume Screening,2024-08-23,Selected,
4503,1395,Technical Interview,2024-08-25,Selected,
4504,1395,Managerial Interview,2024-08-31,Selected,
4505,1395,HR Interview,2024-09-03,Selected,
4506,1395,Offer Made,2024-09-07,Accepted,
4507,1395,Joined,2024-09-10,Joined,
4508,1396,Resume Screening,2024-03-27,Selected,
4509,1396,Technical Interview,2024-04-01,Selected,
4510,1396,Managerial Interview,2024-04-07,Selected,
4511,1396,HR Interview,2024-04-09,Selected,
4512,1396,Offer Made,2024-04-15,Accepted,
4513,1396,Joined,2024-04-17,Joined,
4514,1397,Resume Screening,2024-10-05,Selected,
4515,1397,Technical Interview,2024-10-10,Selected,
4516,1397,Managerial Interview,2024-10-16,Selected,
4517,1397,HR Interview,2024-10-20,Selected,
4518,1397,Offer Made,2024-10-25,Accepted,
4519,1397,Joined,2024-10-28,Joined,
4520,1398,Resume Screening,2024-10-31,Selected,
4521,1398,Technical Interview,2024-11-04,Selected,
4522,1398,Managerial Interview,2024-11-11,Selected,
4523,1398,HR Interview,2024-11-16,Selected,
4524,1398,Offer Made,2024-11-19,Accepted,
4525,1398,Joined,2024-11-25,Joined,
4526,1399,Resume Screening,2024-05-15,Selected,
4527,1399,Technical Interview,2024-05-20,Selected,
4528,1399,Managerial Interview,2024-05-27,Selected,
4529,1399,HR Interview,2024-05-30,Selected,
4530,1399,Offer Made,2024-06-01,Accepted,
4531,1399,Joined,2024-06-07,Joined,
4532,1400,Resume Screening,2024-04-09,Selected,
4533,1400,Technical Interview,2024-04-11,Selected,
4534,1400,Managerial Interview,2024-04-18,Selected,
4535,1400,HR Interview,2024-04-23,Selected,
4536,1400,Offer Made,2024-04-27,Accepted,
4537,1400,Joined,2024-05-01,Joined,
4538,1401,Resume Screening,2024-06-10,Selected,
4539,1401,Technical Interview,2024-06-17,Selected,
4540,1401,Managerial Interview,2024-06-24,Selected,
4541,1401,HR Interview,2024-06-27,Selected,
4542,1401,Offer Made,2024-07-01,Declined,Better offer
4543,1402,Resume Screening,2024-12-14,Selected,
4544,1402,Technical Interview,2024-12-21,Rejected,Domain mismatch
4545,1403,Resume Screening,2024-07-15,Selected,
4546,1403,Technical Interview,2024-07-18,Rejected,Domain mismatch
4547,1404,Resume Screening,2024-07-14,Selected,
4548,1404,Technical Interview,2024-07-18,Rejected,Low problem-solving
4549,1405,Resume Screening,2024-04-24,Rejected,Profile not relevant
4550,1406,Resume Screening,2024-09-18,Rejected,Experience mismatch
4551,1407,Resume Screening,2024-06-16,Selected,
4552,1407,Technical Interview,2024-06-23,Rejected,Technical gap
4553,1408,Resume Screening,2024-07-29,Selected,
4554,1408,Technical Interview,2024-08-03,Selected,
4555,1408,Managerial Interview,2024-08-05,Rejected,Project mismatch
4556,1409,Resume Screening,2024-02-26,Selected,
4557,1409,Technical Interview,2024-03-03,Selected,
4558,1409,Managerial Interview,2024-03-07,Selected,
4559,1409,HR Interview,2024-03-14,Selected,
4560,1409,Offer Made,2024-03-19,Accepted,
4561,1409,Joined,2024-03-25,Joined,
4562,1410,Resume Screening,2024-04-12,Rejected,Skill mismatch
4563,1411,Resume Screening,2024-04-17,Rejected,Experience mismatch
4564,1412,Resume Screening,2024-04-15,Selected,
4565,1412,Technical Interview,2024-04-17,Selected,
4566,1412,Managerial Interview,2024-04-20,Selected,
4567,1412,HR Interview,2024-04-23,Rejected,Salary mismatch
4568,1413,Resume Screening,2024-11-12,Selected,
4569,1413,Technical Interview,2024-11-19,Selected,
4570,1413,Managerial Interview,2024-11-26,Selected,
4571,1413,HR Interview,2024-11-30,Selected,
4572,1413,Offer Made,2024-12-03,Accepted,
4573,1413,Joined,2024-12-05,Joined,
4574,1414,Resume Screening,2024-06-07,Rejected,Experience mismatch
4575,1415,Resume Screening,2024-06-15,Selected,
4576,1415,Technical Interview,2024-06-18,Rejected,Domain mismatch
4577,1416,Resume Screening,2024-05-01,Selected,
4578,1416,Technical Interview,2024-05-05,Rejected,Technical gap
4579,1417,Resume Screening,2024-12-11,Selected,
4580,1417,Technical Interview,2024-12-17,Selected,
4581,1417,Managerial Interview,2024-12-24,Selected,
4582,1417,HR Interview,2024-12-31,Selected,
4583,1417,Offer Made,2025-01-04,Accepted,
4584,1417,Joined,2025-01-09,Joined,
4585,1418,Resume Screening,2024-02-04,Rejected,Profile not relevant
4586,1419,Resume Screening,2024-12-26,Selected,
4587,1419,Technical Interview,2024-12-31,Selected,
4588,1419,Managerial Interview,2025-01-03,Selected,
4589,1419,HR Interview,2025-01-06,Selected,
4590,1419,Offer Made,2025-01-11,Accepted,
4591,1419,Joined,2025-01-15,Joined,
4592,1420,Resume Screening,2024-02-09,Rejected,Profile not relevant
4593,1421,Resume Screening,2024-07-04,Selected,
4594,1421,Technical Interview,2024-07-06,Selected,
4595,1421,Managerial Interview,2024-07-12,Rejected,Team fit issue
4596,1422,Resume Screening,2024-04-13,Rejected,Skill mismatch
4597,1423,Resume Screening,2024-07-12,Rejected,Profile not relevant
4598,1424,Resume Screening,2024-05-02,Selected,
4599,1424,Technical Interview,2024-05-09,Rejected,Technical gap
4600,1425,Resume Screening,2024-07-20,Selected,
4601,1425,Technical Interview,2024-07-24,Rejected,Technical gap
4602,1426,Resume Screening,2024-06-28,Selected,
4603,1426,Technical Interview,2024-07-04,Selected,
4604,1426,Managerial Interview,2024-07-11,Selected,
4605,1426,HR Interview,2024-07-18,Rejected,Location constraint
4606,1427,Resume Screening,2024-01-30,Selected,
4607,1427,Technical Interview,2024-02-05,Rejected,Technical gap
4608,1428,Resume Screening,2024-03-20,Selected,
4609,1428,Technical Interview,2024-03-26,Selected,
4610,1428,Managerial Interview,2024-03-31,Selected,
4611,1428,HR Interview,2024-04-04,Selected,
4612,1428,Offer Made,2024-04-09,Declined,Better offer
4613,1429,Resume Screening,2024-03-12,Selected,
4614,1429,Technical Interview,2024-03-19,Selected,
4615,1429,Managerial Interview,2024-03-24,Selected,
4616,1429,HR Interview,2024-03-27,Selected,
4617,1429,Offer Made,2024-04-03,Declined,Location issue
4618,1430,Resume Screening,2024-06-29,Selected,
4619,1430,Technical Interview,2024-07-05,Selected,
4620,1430,Managerial Interview,2024-07-08,Selected,
4621,1430,HR Interview,2024-07-15,Selected,
4622,1430,Offer Made,2024-07-20,Accepted,
4623,1430,Joined,2024-07-26,Joined,
4624,1431,Resume Screening,2024-11-04,Selected,
4625,1431,Technical Interview,2024-11-08,Rejected,Low problem-solving
4626,1432,Resume Screening,2024-02-28,Selected,
4627,1432,Technical Interview,2024-03-04,Rejected,Low problem-solving
4628,1433,Resume Screening,2024-10-12,Rejected,Experience mismatch
4629,1434,Resume Screening,2024-09-11,Selected,
4630,1434,Technical Interview,2024-09-14,Selected,
4631,1434,Managerial Interview,2024-09-20,Rejected,Project mismatch
4632,1435,Resume Screening,2024-03-09,Selected,
4633,1435,Technical Interview,2024-03-13,Rejected,Technical gap
4634,1436,Resume Screening,2024-09-07,Rejected,Skill mismatch
4635,1437,Resume Screening,2024-11-19,Selected,
4636,1437,Technical Interview,2024-11-23,Rejected,Low problem-solving
4637,1438,Resume Screening,2024-03-27,Selected,
4638,1438,Technical Interview,2024-04-03,Selected,
4639,1438,Managerial Interview,2024-04-09,Selected,
4640,1438,HR Interview,2024-04-16,Rejected,Salary mismatch
4641,1439,Resume Screening,2024-10-15,Selected,
4642,1439,Technical Interview,2024-10-18,Rejected,Domain mismatch
4643,1440,Resume Screening,2024-04-13,Rejected,Skill mismatch
4644,1441,Resume Screening,2024-02-15,Selected,
4645,1441,Technical Interview,2024-02-17,Selected,
4646,1441,Managerial Interview,2024-02-21,Selected,
4647,1441,HR Interview,2024-02-23,Selected,
4648,1441,Offer Made,2024-02-26,Accepted,
4649,1441,Joined,2024-02-28,Joined,
4650,1442,Resume Screening,2024-08-12,Rejected,Profile not relevant
4651,1443,Resume Screening,2024-03-16,Rejected,Experience mismatch
4652,1444,Resume Screening,2024-01-29,Selected,
4653,1444,Technical Interview,2024-02-04,Selected,
4654,1444,Managerial Interview,2024-02-07,Selected,
4655,1444,HR Interview,2024-02-13,Selected,
4656,1444,Offer Made,2024-02-17,Accepted,
4657,1444,Joined,2024-02-20,Joined,
4658,1445,Resume Screening,2024-08-29,Selected,
4659,1445,Technical Interview,2024-09-03,Selected,
4660,1445,Managerial Interview,2024-09-10,Selected,
4661,1445,HR Interview,2024-09-17,Selected,
4662,1445,Offer Made,2024-09-21,Accepted,
4663,1445,Joined,2024-09-25,Joined,
4664,1446,Resume Screening,2024-05-05,Selected,
4665,1446,Technical Interview,2024-05-12,Selected,
4666,1446,Managerial Interview,2024-05-14,Selected,
4667,1446,HR Interview,2024-05-20,Selected,
4668,1446,Offer Made,2024-05-24,Declined,Compensation issue
4669,1447,Resume Screening,2024-02-17,Selected,
4670,1447,Technical Interview,2024-02-21,Rejected,Domain mismatch
4671,1448,Resume Screening,2024-06-09,Selected,
4672,1448,Technical Interview,2024-06-13,Selected,
4673,1448,Managerial Interview,2024-06-19,Selected,
4674,1448,HR Interview,2024-06-21,Rejected,Salary mismatch
4675,1449,Resume Screening,2024-11-30,Selected,
4676,1449,Technical Interview,2024-12-07,Selected,
4677,1449,Managerial Interview,2024-12-10,Rejected,Team fit issue
4678,1450,Resume Screening,2024-11-26,Selected,
4679,1450,Technical Interview,2024-11-30,Selected,
4680,1450,Managerial Interview,2024-12-04,Selected,
4681,1450,HR Interview,2024-12-08,Selected,
4682,1450,Offer Made,2024-12-12,Declined,Compensation issue
4683,1451,Resume Screening,2024-10-17,Selected,
4684,1451,Technical Interview,2024-10-20,Selected,
4685,1451,Managerial Interview,2024-10-24,Selected,
4686,1451,HR Interview,2024-10-30,Selected,
4687,1451,Offer Made,2024-11-04,Declined,Compensation issue
4688,1452,Resume Screening,2024-08-21,Selected,
4689,1452,Technical Interview,2024-08-26,Selected,
4690,1452,Managerial Interview,2024-08-28,Selected,
4691,1452,HR Interview,2024-08-30,Selected,
4692,1452,Offer Made,2024-09-05,Accepted,
4693,1452,Joined,2024-09-07,Joined,
4694,1453,Resume Screening,2024-07-23,Selected,
4695,1453,Technical Interview,2024-07-30,Selected,
4696,1453,Managerial Interview,2024-08-01,Rejected,Team fit issue
4697,1454,Resume Screening,2024-04-23,Selected,
4698,1454,Technical Interview,2024-04-26,Selected,
4699,1454,Managerial Interview,2024-05-01,Rejected,Team fit issue
4700,1455,Resume Screening,2024-12-19,Selected,
4701,1455,Technical Interview,2024-12-24,Selected,
4702,1455,Managerial Interview,2024-12-30,Selected,
4703,1455,HR Interview,2025-01-02,Selected,
4704,1455,Offer Made,2025-01-04,Accepted,
4705,1455,Joined,2025-01-11,Joined,
4706,1456,Resume Screening,2024-05-09,Rejected,Skill mismatch
4707,1457,Resume Screening,2024-04-17,Rejected,Experience mismatch
4708,1458,Resume Screening,2024-07-22,Selected,
4709,1458,Technical Interview,2024-07-28,Selected,
4710,1458,Managerial Interview,2024-08-03,Rejected,Project mismatch
4711,1459,Resume Screening,2024-09-12,Rejected,Profile not relevant
4712,1460,Resume Screening,2024-06-22,Selected,
4713,1460,Technical Interview,2024-06-29,Rejected,Domain mismatch
4714,1461,Resume Screening,2024-04-26,Rejected,Skill mismatch
4715,1462,Resume Screening,2024-09-04,Rejected,Profile not relevant
4716,1463,Resume Screening,2024-06-10,Selected,
4717,1463,Technical Interview,2024-06-17,Rejected,Domain mismatch
4718,1464,Resume Screening,2024-05-17,Selected,
4719,1464,Technical Interview,2024-05-21,Selected,
4720,1464,Managerial Interview,2024-05-25,Selected,
4721,1464,HR Interview,2024-05-30,Selected,
4722,1464,Offer Made,2024-06-05,Accepted,
4723,1464,Joined,2024-06-07,Joined,
4724,1465,Resume Screening,2024-04-03,Selected,
4725,1465,Technical Interview,2024-04-07,Selected,
4726,1465,Managerial Interview,2024-04-12,Selected,
4727,1465,HR Interview,2024-04-16,Selected,
4728,1465,Offer Made,2024-04-20,Accepted,
4729,1465,Joined,2024-04-25,Joined,
4730,1466,Resume Screening,2024-05-21,Rejected,Skill mismatch
4731,1467,Resume Screening,2024-11-04,Rejected,Skill mismatch
4732,1468,Resume Screening,2024-08-20,Selected,
4733,1468,Technical Interview,2024-08-24,Selected,
4734,1468,Managerial Interview,2024-08-30,Selected,
4735,1468,HR Interview,2024-09-02,Selected,
4736,1468,Offer Made,2024-09-05,Accepted,
4737,1468,Joined,2024-09-09,Joined,
4738,1469,Resume Screening,2024-07-21,Selected,
4739,1469,Technical Interview,2024-07-28,Selected,
4740,1469,Managerial Interview,2024-08-04,Selected,
4741,1469,HR Interview,2024-08-07,Rejected,Salary mismatch
4742,1470,Resume Screening,2024-02-27,Rejected,Profile not relevant
4743,1471,Resume Screening,2024-08-16,Selected,
4744,1471,Technical Interview,2024-08-18,Selected,
4745,1471,Managerial Interview,2024-08-24,Rejected,Project mismatch
4746,1472,Resume Screening,2024-02-07,Rejected,Experience mismatch
4747,1473,Resume Screening,2024-06-03,Rejected,Profile not relevant
4748,1474,Resume Screening,2024-04-04,Selected,
4749,1474,Technical Interview,2024-04-10,Selected,
4750,1474,Managerial Interview,2024-04-12,Selected,
4751,1474,HR Interview,2024-04-17,Rejected,Notice period issue
4752,1475,Resume Screening,2024-05-26,Rejected,Profile not relevant
4753,1476,Resume Screening,2024-08-26,Selected,
4754,1476,Technical Interview,2024-09-02,Selected,
4755,1476,Managerial Interview,2024-09-05,Selected,
4756,1476,HR Interview,2024-09-11,Rejected,Salary mismatch
4757,1477,Resume Screening,2024-06-20,Selected,
4758,1477,Technical Interview,2024-06-26,Selected,
4759,1477,Managerial Interview,2024-07-02,Selected,
4760,1477,HR Interview,2024-07-06,Selected,
4761,1477,Offer Made,2024-07-10,Accepted,
4762,1477,Joined,2024-07-15,Joined,
4763,1478,Resume Screening,2024-05-06,Selected,
4764,1478,Technical Interview,2024-05-10,Selected,
4765,1478,Managerial Interview,2024-05-12,Selected,
4766,1478,HR Interview,2024-05-17,Selected,
4767,1478,Offer Made,2024-05-21,Accepted,
4768,1478,Joined,2024-05-23,Joined,
4769,1479,Resume Screening,2024-03-25,Selected,
4770,1479,Technical Interview,2024-04-01,Selected,
4771,1479,Managerial Interview,2024-04-04,Selected,
4772,1479,HR Interview,2024-04-06,Selected,
4773,1479,Offer Made,2024-04-08,Accepted,
4774,1479,Joined,2024-04-12,Joined,
4775,1480,Resume Screening,2024-07-07,Rejected,Skill mismatch
4776,1481,Resume Screening,2024-09-21,Selected,
4777,1481,Technical Interview,2024-09-25,Selected,
4778,1481,Managerial Interview,2024-09-28,Selected,
4779,1481,HR Interview,2024-10-04,Selected,
4780,1481,Offer Made,2024-10-10,Accepted,
4781,1481,Joined,2024-10-13,Joined,
4782,1482,Resume Screening,2024-11-23,Selected,
4783,1482,Technical Interview,2024-11-26,Selected,
4784,1482,Managerial Interview,2024-11-29,Rejected,Team fit issue
4785,1483,Resume Screening,2024-11-06,Selected,
4786,1483,Technical Interview,2024-11-08,Selected,
4787,1483,Managerial Interview,2024-11-12,Selected,
4788,1483,HR Interview,2024-11-18,Selected,
4789,1483,Offer Made,2024-11-22,Accepted,
4790,1483,Joined,2024-11-27,Joined,
4791,1484,Resume Screening,2024-03-27,Selected,
4792,1484,Technical Interview,2024-04-03,Selected,
4793,1484,Managerial Interview,2024-04-07,Selected,
4794,1484,HR Interview,2024-04-13,Selected,
4795,1484,Offer Made,2024-04-17,Declined,Better offer
4796,1485,Resume Screening,2024-05-05,Selected,
4797,1485,Technical Interview,2024-05-09,Rejected,Domain mismatch
4798,1486,Resume Screening,2024-11-15,Selected,
4799,1486,Technical Interview,2024-11-21,Selected,
4800,1486,Managerial Interview,2024-11-26,Selected,
4801,1486,HR Interview,2024-11-29,Rejected,Location constraint
4802,1487,Resume Screening,2024-04-20,Selected,
4803,1487,Technical Interview,2024-04-24,Selected,
4804,1487,Managerial Interview,2024-04-28,Selected,
4805,1487,HR Interview,2024-05-02,Selected,
4806,1487,Offer Made,2024-05-06,Accepted,
4807,1487,Joined,2024-05-11,Joined,
4808,1488,Resume Screening,2024-05-26,Rejected,Profile not relevant
4809,1489,Resume Screening,2024-08-08,Selected,
4810,1489,Technical Interview,2024-08-11,Selected,
4811,1489,Managerial Interview,2024-08-13,Selected,
4812,1489,HR Interview,2024-08-17,Selected,
4813,1489,Offer Made,2024-08-23,Declined,Better offer
4814,1490,Resume Screening,2024-06-17,Selected,
4815,1490,Technical Interview,2024-06-24,Selected,
4816,1490,Managerial Interview,2024-06-27,Selected,
4817,1490,HR Interview,2024-07-04,Selected,
4818,1490,Offer Made,2024-07-08,Accepted,
4819,1490,Joined,2024-07-15,Joined,
4820,1491,Resume Screening,2024-10-21,Selected,
4821,1491,Technical Interview,2024-10-23,Selected,
4822,1491,Managerial Interview,2024-10-25,Rejected,Team fit issue
4823,1492,Resume Screening,2024-08-08,Rejected,Experience mismatch
4824,1493,Resume Screening,2024-07-21,Selected,
4825,1493,Technical Interview,2024-07-24,Rejected,Low problem-solving
4826,1494,Resume Screening,2024-04-25,Rejected,Experience mismatch
4827,1495,Resume Screening,2024-04-19,Selected,
4828,1495,Technical Interview,2024-04-21,Selected,
4829,1495,Managerial Interview,2024-04-24,Selected,
4830,1495,HR Interview,2024-05-01,Selected,
4831,1495,Offer Made,2024-05-07,Accepted,
4832,1495,Joined,2024-05-12,Joined,
4833,1496,Resume Screening,2024-07-09,Selected,
4834,1496,Technical Interview,2024-07-11,Rejected,Domain mismatch
4835,1497,Resume Screening,2024-05-09,Selected,
4836,1497,Technical Interview,2024-05-16,Selected,
4837,1497,Managerial Interview,2024-05-22,Selected,
4838,1497,HR Interview,2024-05-27,Selected,
4839,1497,Offer Made,2024-06-02,Accepted,
4840,1497,Joined,2024-06-06,Joined,
4841,1498,Resume Screening,2024-09-14,Rejected,Experience mismatch
4842,1499,Resume Screening,2024-05-25,Selected,
4843,1499,Technical Interview,2024-05-30,Selected,
4844,1499,Managerial Interview,2024-06-01,Selected,
4845,1499,HR Interview,2024-06-04,Selected,
4846,1499,Offer Made,2024-06-09,Accepted,
4847,1499,Joined,2024-06-16,Joined,
4848,1500,Resume Screening,2024-03-26,Selected,
4849,1500,Technical Interview,2024-03-30,Selected,
4850,1500,Managerial Interview,2024-04-05,Selected,
4851,1500,HR Interview,2024-04-07,Selected,
4852,1500,Offer Made,2024-04-14,Accepted,
4853,1500,Joined,2024-04-19,Joined,
4854,1501,Resume Screening,2024-09-12,Rejected,Skill mismatch
4855,1502,Resume Screening,2024-11-23,Selected,
4856,1502,Technical Interview,2024-11-30,Selected,
4857,1502,Managerial Interview,2024-12-02,Selected,
4858,1502,HR Interview,2024-12-08,Selected,
4859,1502,Offer Made,2024-12-10,Accepted,
4860,1502,Joined,2024-12-12,Joined,
4861,1503,Resume Screening,2024-10-04,Selected,
4862,1503,Technical Interview,2024-10-10,Selected,
4863,1503,Managerial Interview,2024-10-15,Selected,
4864,1503,HR Interview,2024-10-20,Selected,
4865,1503,Offer Made,2024-10-24,Accepted,
4866,1503,Joined,2024-10-27,Joined,
4867,1504,Resume Screening,2024-03-12,Selected,
4868,1504,Technical Interview,2024-03-18,Selected,
4869,1504,Managerial Interview,2024-03-23,Selected,
4870,1504,HR Interview,2024-03-30,Rejected,Location constraint
4871,1505,Resume Screening,2025-01-07,Selected,
4872,1505,Technical Interview,2025-01-13,Selected,
4873,1505,Managerial Interview,2025-01-15,Selected,
4874,1505,HR Interview,2025-01-20,Selected,
4875,1505,Offer Made,2025-01-27,Accepted,
4876,1505,Joined,2025-02-01,Joined,
4877,1506,Resume Screening,2024-10-05,Rejected,Profile not relevant
4878,1507,Resume Screening,2024-02-15,Selected,
4879,1507,Technical Interview,2024-02-18,Selected,
4880,1507,Managerial Interview,2024-02-23,Rejected,Team fit issue
4881,1508,Resume Screening,2024-12-25,Rejected,Skill mismatch
4882,1509,Resume Screening,2024-03-09,Selected,
4883,1509,Technical Interview,2024-03-14,Selected,
4884,1509,Managerial Interview,2024-03-18,Selected,
4885,1509,HR Interview,2024-03-21,Selected,
4886,1509,Offer Made,2024-03-28,Accepted,
4887,1509,Joined,2024-04-04,Joined,
4888,1510,Resume Screening,2024-04-27,Selected,
4889,1510,Technical Interview,2024-05-03,Selected,
4890,1510,Managerial Interview,2024-05-05,Rejected,Team fit issue
4891,1511,Resume Screening,2024-06-03,Selected,
4892,1511,Technical Interview,2024-06-05,Selected,
4893,1511,Managerial Interview,2024-06-07,Selected,
4894,1511,HR Interview,2024-06-14,Selected,
4895,1511,Offer Made,2024-06-16,Declined,Location issue
4896,1512,Resume Screening,2024-02-04,Selected,
4897,1512,Technical Interview,2024-02-07,Selected,
4898,1512,Managerial Interview,2024-02-10,Selected,
4899,1512,HR Interview,2024-02-12,Selected,
4900,1512,Offer Made,2024-02-14,Accepted,
4901,1512,Joined,2024-02-21,Joined,
4902,1513,Resume Screening,2024-10-31,Selected,
4903,1513,Technical Interview,2024-11-04,Selected,
4904,1513,Managerial Interview,2024-11-10,Selected,
4905,1513,HR Interview,2024-11-17,Selected,
4906,1513,Offer Made,2024-11-19,Accepted,
4907,1513,Joined,2024-11-26,Joined,
4908,1514,Resume Screening,2024-07-15,Selected,
4909,1514,Technical Interview,2024-07-17,Rejected,Low problem-solving
4910,1515,Resume Screening,2024-09-24,Selected,
4911,1515,Technical Interview,2024-09-26,Selected,
4912,1515,Managerial Interview,2024-09-28,Selected,
4913,1515,HR Interview,2024-09-30,Selected,
4914,1515,Offer Made,2024-10-06,Accepted,
4915,1515,Joined,2024-10-09,Joined,
4916,1516,Resume Screening,2024-07-30,Selected,
4917,1516,Technical Interview,2024-08-03,Selected,
4918,1516,Managerial Interview,2024-08-06,Selected,
4919,1516,HR Interview,2024-08-10,Selected,
4920,1516,Offer Made,2024-08-13,Accepted,
4921,1516,Joined,2024-08-19,Joined,
4922,1517,Resume Screening,2024-06-01,Rejected,Profile not relevant
4923,1518,Resume Screening,2024-08-20,Rejected,Skill mismatch
4924,1519,Resume Screening,2024-09-08,Selected,
4925,1519,Technical Interview,2024-09-13,Selected,
4926,1519,Managerial Interview,2024-09-15,Selected,
4927,1519,HR Interview,2024-09-20,Selected,
4928,1519,Offer Made,2024-09-25,Accepted,
4929,1519,Joined,2024-09-27,Joined,
4930,1520,Resume Screening,2024-11-21,Selected,
4931,1520,Technical Interview,2024-11-24,Selected,
4932,1520,Managerial Interview,2024-11-26,Rejected,Project mismatch
4933,1521,Resume Screening,2024-06-26,Selected,
4934,1521,Technical Interview,2024-06-29,Selected,
4935,1521,Managerial Interview,2024-07-02,Selected,
4936,1521,HR Interview,2024-07-09,Selected,
4937,1521,Offer Made,2024-07-13,Accepted,
4938,1521,Joined,2024-07-17,Joined,
4939,1522,Resume Screening,2024-04-22,Rejected,Experience mismatch
4940,1523,Resume Screening,2024-10-18,Selected,
4941,1523,Technical Interview,2024-10-20,Selected,
4942,1523,Managerial Interview,2024-10-24,Selected,
4943,1523,HR Interview,2024-10-30,Selected,
4944,1523,Offer Made,2024-11-02,Accepted,
4945,1523,Joined,2024-11-05,Joined,
4946,1524,Resume Screening,2024-07-30,Selected,
4947,1524,Technical Interview,2024-08-05,Selected,
4948,1524,Managerial Interview,2024-08-08,Rejected,Project mismatch
4949,1525,Resume Screening,2024-05-15,Selected,
4950,1525,Technical Interview,2024-05-21,Rejected,Low problem-solving
4951,1526,Resume Screening,2024-02-19,Selected,
4952,1526,Technical Interview,2024-02-24,Selected,
4953,1526,Managerial Interview,2024-03-02,Selected,
4954,1526,HR Interview,2024-03-05,Selected,
4955,1526,Offer Made,2024-03-10,Accepted,
4956,1526,Joined,2024-03-16,Joined,
4957,1527,Resume Screening,2024-07-14,Rejected,Experience mismatch
4958,1528,Resume Screening,2024-02-17,Selected,
4959,1528,Technical Interview,2024-02-23,Rejected,Domain mismatch
4960,1529,Resume Screening,2024-07-12,Selected,
4961,1529,Technical Interview,2024-07-14,Selected,
4962,1529,Managerial Interview,2024-07-16,Selected,
4963,1529,HR Interview,2024-07-18,Selected,
4964,1529,Offer Made,2024-07-24,Accepted,
4965,1529,Joined,2024-07-30,Joined,
4966,1530,Resume Screening,2024-08-20,Rejected,Profile not relevant
4967,1531,Resume Screening,2024-05-26,Selected,
4968,1531,Technical Interview,2024-05-28,Selected,
4969,1531,Managerial Interview,2024-06-01,Selected,
4970,1531,HR Interview,2024-06-07,Selected,
4971,1531,Offer Made,2024-06-14,Declined,Location issue
4972,1532,Resume Screening,2024-08-06,Rejected,Profile not relevant
4973,1533,Resume Screening,2024-06-18,Selected,
4974,1533,Technical Interview,2024-06-24,Selected,
4975,1533,Managerial Interview,2024-06-27,Rejected,Project mismatch
4976,1534,Resume Screening,2024-09-02,Selected,
4977,1534,Technical Interview,2024-09-07,Selected,
